Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","56","Maize","2015","2015","7021","Annual value","USD","247.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2015","2015","7021","Annual value","USD","1542.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2015","2015","7021","Annual value","USD","1185.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2015","2015","7021","Annual value","USD","899.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1071","Meat live weight, duck","2015","2015","7021","Annual value","USD","1072.9","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2015","2015","7021","Annual value","USD","1287.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2015","2015","7021","Annual value","USD","776.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1088","Meat live weight, turkey","2015","2015","7021","Annual value","USD","754","Fc","Calculated data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2015","2015","7021","Annual value","USD","2235","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2015","2015","7021","Annual value","USD","1452.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2015","2015","7021","Annual value","USD","1955.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2015","2015","7021","Annual value","USD","2252.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2015","2015","7021","Annual value","USD","195.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2015","2015","7021","Annual value","USD","281","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2015","2015","7021","Annual value","USD","4805.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","234","Nuts nes","2015","2015","7021","Annual value","USD","3017.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","75","Oats","2015","2015","7021","Annual value","USD","187.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","403","Onions, dry","2015","2015","7021","Annual value","USD","573.2","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","490","Oranges","2015","2015","7021","Annual value","USD","641.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2015","2015","7021","Annual value","USD","1374.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","521","Pears","2015","2015","7021","Annual value","USD","894","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","574","Pineapples","2015","2015","7021","Annual value","USD","481.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","116","Potatoes","2015","2015","7021","Annual value","USD","401.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","270","Rapeseed","2015","2015","7021","Annual value","USD","377.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2015","2015","7021","Annual value","USD","296.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","328","Seed cotton","2015","2015","7021","Annual value","USD","1707.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","83","Sorghum","2015","2015","7021","Annual value","USD","226.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","544","Strawberries","2015","2015","7021","Annual value","USD","4490.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","156","Sugar cane","2015","2015","7021","Annual value","USD","30.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2015","2015","7021","Annual value","USD","1151.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","388","Tomatoes","2015","2015","7021","Annual value","USD","601","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","97","Triticale","2015","2015","7021","Annual value","USD","192.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","15","Wheat","2015","2015","7021","Annual value","USD","225.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","987","Wool, greasy","2015","2015","7021","Annual value","USD","4603","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","221","Almonds, with shell","2016","2016","7021","Annual value","USD","7143.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","1303.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","526","Apricots","2016","2016","7021","Annual value","USD","2045.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","572","Avocados","2016","2016","7021","Annual value","USD","3632.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2016","2016","7021","Annual value","USD","858.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","44","Barley","2016","2016","7021","Annual value","USD","188.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","414","Beans, green","2016","2016","7021","Annual value","USD","2916.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2016","2016","7021","Annual value","USD","608.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2016","2016","7021","Annual value","USD","492.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2016","2016","7021","Annual value","USD","594","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","531","Cherries","2016","2016","7021","Annual value","USD","6983.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","191","Chick peas","2016","2016","7021","Annual value","USD","582.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","767","Cotton lint","2016","2016","7021","Annual value","USD","1613.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","USD","2931.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","560","Grapes","2016","2016","7021","Annual value","USD","559","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2016","2016","7021","Annual value","USD","814","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","592","Kiwi fruit","2016","2016","7021","Annual value","USD","1987","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","497","Lemons and limes","2016","2016","7021","Annual value","USD","1777.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","201","Lentils","2016","2016","7021","Annual value","USD","869","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2016","2016","7021","Annual value","USD","994.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","210","Lupins","2016","2016","7021","Annual value","USD","269.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","56","Maize","2016","2016","7021","Annual value","USD","242.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2016","2016","7021","Annual value","USD","2161.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2016","2016","7021","Annual value","USD","637.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2016","2016","7021","Annual value","USD","4771.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","234","Nuts nes","2016","2016","7021","Annual value","USD","3874.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","75","Oats","2016","2016","7021","Annual value","USD","227.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","403","Onions, dry","2016","2016","7021","Annual value","USD","591.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","490","Oranges","2016","2016","7021","Annual value","USD","704","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2016","2016","7021","Annual value","USD","1397.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","521","Pears","2016","2016","7021","Annual value","USD","644.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","417","Peas, green","2016","2016","7021","Annual value","USD","628.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","574","Pineapples","2016","2016","7021","Annual value","USD","523.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","536","Plums and sloes","2016","2016","7021","Annual value","USD","2042.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","116","Potatoes","2016","2016","7021","Annual value","USD","342","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2016","2016","7021","Annual value","USD","622.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","270","Rapeseed","2016","2016","7021","Annual value","USD","395.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2016","2016","7021","Annual value","USD","311.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","328","Seed cotton","2016","2016","7021","Annual value","USD","1807.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","83","Sorghum","2016","2016","7021","Annual value","USD","204.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","544","Strawberries","2016","2016","7021","Annual value","USD","4763.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","156","Sugar cane","2016","2016","7021","Annual value","USD","27.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2016","2016","7021","Annual value","USD","1182","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","388","Tomatoes","2016","2016","7021","Annual value","USD","559","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","97","Triticale","2016","2016","7021","Annual value","USD","184.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","15","Wheat","2016","2016","7021","Annual value","USD","205.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","221","Almonds, with shell","2017","2017","7021","Annual value","USD","5244.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","1250","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","526","Apricots","2017","2017","7021","Annual value","USD","1002.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","572","Avocados","2017","2017","7021","Annual value","USD","4059","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2017","2017","7021","Annual value","USD","999.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","7021","Annual value","USD","151","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","414","Beans, green","2017","2017","7021","Annual value","USD","3514.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","7021","Annual value","USD","666.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","7021","Annual value","USD","620.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2017","2017","7021","Annual value","USD","758.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","531","Cherries","2017","2017","7021","Annual value","USD","9763.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","767","Cotton lint","2017","2017","7021","Annual value","USD","1863.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","7021","Annual value","USD","2536.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","560","Grapes","2017","2017","7021","Annual value","USD","619.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2017","2017","7021","Annual value","USD","959.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","7021","Annual value","USD","1227.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","7021","Annual value","USD","245.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2017","2017","7021","Annual value","USD","2343.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2017","2017","7021","Annual value","USD","642.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2017","2017","7021","Annual value","USD","5473.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","234","Nuts nes","2017","2017","7021","Annual value","USD","4075.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","75","Oats","2017","2017","7021","Annual value","USD","185.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","7021","Annual value","USD","745","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","490","Oranges","2017","2017","7021","Annual value","USD","996.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2017","2017","7021","Annual value","USD","1600.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","521","Pears","2017","2017","7021","Annual value","USD","955.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","417","Peas, green","2017","2017","7021","Annual value","USD","859.2","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","574","Pineapples","2017","2017","7021","Annual value","USD","554.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","7021","Annual value","USD","382.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2017","2017","7021","Annual value","USD","590.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","270","Rapeseed","2017","2017","7021","Annual value","USD","428.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2017","2017","7021","Annual value","USD","239.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","83","Sorghum","2017","2017","7021","Annual value","USD","182.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","544","Strawberries","2017","2017","7021","Annual value","USD","4869.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","156","Sugar cane","2017","2017","7021","Annual value","USD","33.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2017","2017","7021","Annual value","USD","1348.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","7021","Annual value","USD","975.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","97","Triticale","2017","2017","7021","Annual value","USD","136.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","7021","Annual value","USD","177","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","221","Almonds, with shell","2018","2018","7021","Annual value","USD","4753.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","1366.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","526","Apricots","2018","2018","7021","Annual value","USD","1210.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","572","Avocados","2018","2018","7021","Annual value","USD","4762.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","486","Bananas","2018","2018","7021","Annual value","USD","974.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","183.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","414","Beans, green","2018","2018","7021","Annual value","USD","3150.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","7021","Annual value","USD","567.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","7021","Annual value","USD","634.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","704.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","531","Cherries","2018","2018","7021","Annual value","USD","8144.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","767","Cotton lint","2018","2018","7021","Annual value","USD","1975.5","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2390.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","560","Grapes","2018","2018","7021","Annual value","USD","627.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2018","2018","7021","Annual value","USD","993","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","USD","1016.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","251.8","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2018","2018","7021","Annual value","USD","1964.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2018","2018","7021","Annual value","USD","561.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2018","2018","7021","Annual value","USD","5520","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","234","Nuts nes","2018","2018","7021","Annual value","USD","4183.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","165.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","260","Olives","2018","2018","7021","Annual value","USD","772.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","587.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","490","Oranges","2018","2018","7021","Annual value","USD","939.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2018","2018","7021","Annual value","USD","1692.3","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","521","Pears","2018","2018","7021","Annual value","USD","658.2","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","417","Peas, green","2018","2018","7021","Annual value","USD","762.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","574","Pineapples","2018","2018","7021","Annual value","USD","547.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","116","Potatoes","2018","2018","7021","Annual value","USD","381","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2018","2018","7021","Annual value","USD","561.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","270","Rapeseed","2018","2018","7021","Annual value","USD","402.7","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","289.1","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","232.4","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","544","Strawberries","2018","2018","7021","Annual value","USD","4538.2","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","156","Sugar cane","2018","2018","7021","Annual value","USD","29.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2018","2018","7021","Annual value","USD","1604.9","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","7021","Annual value","USD","1075.2","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","7021","Annual value","USD","175.6","","Official data"
"PP","Producer Prices","10","Australia","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","203.2","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","221","Almonds, with shell","2010","2010","7021","Annual value","USD","3946","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","515","Apples","2010","2010","7021","Annual value","USD","553","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","526","Apricots","2010","2010","7021","Annual value","USD","796","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","226","Areca nuts","2010","2010","7021","Annual value","USD","1653","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","366","Artichokes","2010","2010","7021","Annual value","USD","1107","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","367","Asparagus","2010","2010","7021","Annual value","USD","2690","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","572","Avocados","2010","2010","7021","Annual value","USD","3031","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","486","Bananas","2010","2010","7021","Annual value","USD","1323","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","44","Barley","2010","2010","7021","Annual value","USD","177","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","176","Beans, dry","2010","2010","7021","Annual value","USD","617","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","414","Beans, green","2010","2010","7021","Annual value","USD","521","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","558","Berries nes","2010","2010","7021","Annual value","USD","1682","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","552","Blueberries","2010","2010","7021","Annual value","USD","3175","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2010","2010","7021","Annual value","USD","381","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2010","2010","7021","Annual value","USD","586","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2010","2010","7021","Annual value","USD","922","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","531","Cherries","2010","2010","7021","Annual value","USD","2568","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","530","Cherries, sour","2010","2010","7021","Annual value","USD","489","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","191","Chick peas","2010","2010","7021","Annual value","USD","622","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2010","2010","7021","Annual value","USD","886","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","656","Coffee, green","2010","2010","7021","Annual value","USD","7165","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","767","Cotton lint","2010","2010","7021","Annual value","USD","1865","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","329","Cottonseed","2010","2010","7021","Annual value","USD","177","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","554","Cranberries","2010","2010","7021","Annual value","USD","968","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2010","2010","7021","Annual value","USD","505","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","577","Dates","2010","2010","7021","Annual value","USD","1400","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2010","2010","7021","Annual value","USD","985","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","569","Figs","2010","2010","7021","Annual value","USD","597","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","512","Fruit, citrus nes","2010","2010","7021","Annual value","USD","186","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","541","Fruit, stone nes","2010","2010","7021","Annual value","USD","610","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","406","Garlic","2010","2010","7021","Annual value","USD","1567","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","507","Grapefruit (inc. pomelos)","2010","2010","7021","Annual value","USD","201","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","560","Grapes","2010","2010","7021","Annual value","USD","537","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2010","2010","7021","Annual value","USD","496","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","225","Hazelnuts, with shell","2010","2010","7021","Annual value","USD","2657","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","1182","Honey, natural","2010","2010","7021","Annual value","USD","3569","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","677","Hops","2010","2010","7021","Annual value","USD","7231","","Official data"
